hyphothesis,label,premise
327,은행에서 안내 메시지를 받지 않은 고객도 이벤트에 참여할 수 있습니다.,neutral,"이벤트는 은행으로부터 안내 메시지를 받은 고객에게만 적용되며, 은행의 사정에 따라 변경 또는 중단될 수 있습니다."
328,은행에서 안내 메시지를 받은 고객은 이벤트에 참여할 수 없습니다.,contradiction,"이벤트는 은행으로부터 안내 메시지를 받은 고객에게만 적용되며, 은행의 사정에 따라 변경 또는 중단될 수 있습니다."
329,은행에서 제공하는 금융상품을 이용하려면 쿠폰을 사용해야 합니다.,entailment,"쿠폰은 은행의 금융상품 거래 시 사용할 수 있으며, 사용 가능한 상품과 사용 기간은 쿠폰 종류에 따라 다를 수 있습니다."
330,은행에서 제공하는 금융상품을 이용하려면 쿠폰을 사용하지 않아도 됩니다.,neutral,"쿠폰은 은행의 금융상품 거래 시 사용할 수 있으며, 사용 가능한 상품과 사용 기간은 쿠폰 종류에 따라 다를 수 있습니다."
331,은행에서 제공하는 금융상품을 이용하려면 쿠폰을 사용할 수 없습니다.,contradiction,"쿠폰은 은행의 금융상품 거래 시 사용할 수 있으며, 사용 가능한 상품과 사용 기간은 쿠폰 종류에 따라 다를 수 있습니다."
332,은행의 홈페이지에서는 자세한 내용을 확인할 수 있습니다.,entailment,"마지막으로, 은행의 홈페이지나 [Service] 앱에서 자세한 내용을 확인할 수 있습니다."
333,은행의 홈페이지에서는 대출 상품을 신청할 수 있습니다.,neutral,"마지막으로, 은행의 홈페이지나 [Service] 앱에서 자세한 내용을 확인할 수 있습니다."
334,은행의 홈페이지에서는 자세한 내용을 확인할 수 없습니다.,contradiction,"마지막으로, 은행의 홈페이지나 [Service] 앱에서 자세한 내용을 확인할 수 있습니다."
335,은행에서는 매주 다른 상품을 경품으로 제공하는 이벤트를 진행하고 있습니다.,entailment,은행에서는 한정판 운동화와 트렌드 아이템을 경품으로 제공하는 위클리 래플 이벤트를 진행하고 있습니다.
336,은행에서는 신발과 옷을 판매하는 이벤트를 진행하고 있습니다.,neutral,은행에서는 한정판 운동화와 트렌드 아이템을 경품으로 제공하는 위클리 래플 이벤트를 진행하고 있습니다.
337,은행에서는 경품 대신 현금을 제공하는 이벤트를 진행하고 있습니다.,contradiction,은행에서는 한정판 운동화와 트렌드 아이템을 경품으로 제공하는 위클리 래플 이벤트를 진행하고 있습니다.
338,이벤트에 참여하면 추첨에 자동으로 참여할 수 있습니다.,entailment,"이벤트에 참여하면 매주 자동으로 추첨에 참여할 수 있으며, 응모를 빨리 하실수록 핫한 경품을 받을 기회가 더 많아집니다."
339,이벤트에 참여하면 추첨에 자동으로 참여하지 않습니다.,neutral,"이벤트에 참여하면 매주 자동으로 추첨에 참여할 수 있으며, 응모를 빨리 하실수록 핫한 경품을 받을 기회가 더 많아집니다."
340,이벤트에 참여하면 추첨에 자동으로 참여하지만 핫한 경품을 받을 기회는 더 적어집니다.,contradiction,"이벤트에 참여하면 매주 자동으로 추첨에 참여할 수 있으며, 응모를 빨리 하실수록 핫한 경품을 받을 기회가 더 많아집니다."
341,이벤트 기간은 2023년 7월 31일부터 8월 31일까지입니다.,entailment,"이벤트 기간은 2023년 7월 31일부터 8월 31일까지이며, 경품을 확인하려면 [URL]을 방문해주세요."
342,경품을 확인하려면 [URL]을 방문하지 않아도 됩니다.,neutral,"이벤트 기간은 2023년 7월 31일부터 8월 31일까지이며, 경품을 확인하려면 [URL]을 방문해주세요."
343,이벤트 기간은 2023년 9월 1일부터 9월 30일까지입니다.,contradiction,"이벤트 기간은 2023년 7월 31일부터 8월 31일까지이며, 경품을 확인하려면 [URL]을 방문해주세요."
344,은행 챗봇을 통해 이벤트에 대한 자세한 내용을 확인할 수 있습니다.,entailment,"또한, 은행 챗봇과 상담하여 이벤트에 대한 자세한 내용을 확인하실 수 있습니다."
345,은행 챗봇과 상담하면 이벤트에 대한 자세한 내용을 확인할 수 없습니다.,neutral,"또한, 은행 챗봇과 상담하여 이벤트에 대한 자세한 내용을 확인하실 수 있습니다."
346,은행 챗봇과 상담하여 이벤트에 대한 자세한 내용을 확인할 수 없습니다.,contradiction,"또한, 은행 챗봇과 상담하여 이벤트에 대한 자세한 내용을 확인하실 수 있습니다."
347,이벤트 페이지에서 자세한 사항을 확인하시기 바랍니다.,entailment,이벤트 관련 자세한 사항은 이벤트 페이지의 유의사항을 참고해주시기 바랍니다.
348,이벤트 페이지의 유의사항을 무시하셔도 됩니다.,neutral,이벤트 관련 자세한 사항은 이벤트 페이지의 유의사항을 참고해주시기 바랍니다.
349,이벤트 페이지의 유의사항을 참고하지 않으셔도 됩니다.,contradiction,이벤트 관련 자세한 사항은 이벤트 페이지의 유의사항을 참고해주시기 바랍니다.
350,은행의 사정에 따라 이벤트 일정이 변경될 수 있습니다.,entailment,"이벤트는 은행의 사정에 따라 변경 또는 중단될 수 있으며, 동일 금액대의 다른 상품으로 변경될 수도 있습니다."
351,은행의 사정에 영향을 받지 않고 이벤트 일정이 유지될 것입니다.,neutral,"이벤트는 은행의 사정에 따라 변경 또는 중단될 수 있으며, 동일 금액대의 다른 상품으로 변경될 수도 있습니다."
352,은행의 사정에 따라 이벤트 일정이 중단될 수도 있습니다.,contradiction,"이벤트는 은행의 사정에 따라 변경 또는 중단될 수 있으며, 동일 금액대의 다른 상품으로 변경될 수도 있습니다."
353,은행은 상품 계약체결을 권유할 때 고객에게 중요한 사항을 설명해야 합니다.,entailment,"또한, 은행은 상품 계약체결을 권유하는 경우에도 고객이 중요한 사항을 이해할 수 있도록 설명을 받을 권리가 있습니다."
354,은행은 상품 계약체결을 권유하는 경우에도 고객이 중요한 사항을 이해하지 못할 수도 있습니다.,neutral,"또한, 은행은 상품 계약체결을 권유하는 경우에도 고객이 중요한 사항을 이해할 수 있도록 설명을 받을 권리가 있습니다."
355,은행은 상품 계약체결을 권유할 때 고객에게 중요한 사항을 설명하지 않아도 됩니다.,contradiction,"또한, 은행은 상품 계약체결을 권유하는 경우에도 고객이 중요한 사항을 이해할 수 있도록 설명을 받을 권리가 있습니다."
356,이 광고물은 이벤트 참여를 위한 안내물입니다.,entailment,"이 광고물은 이벤트 관련 홍보물이며, 상품 가입 전에는 상품 설명서와 약관을 반드시 확인하시기 바랍니다."
357,이 광고물은 신제품 출시를 알리는 홍보물입니다.,neutral,"이 광고물은 이벤트 관련 홍보물이며, 상품 가입 전에는 상품 설명서와 약관을 반드시 확인하시기 바랍니다."
358,상품 가입 전에는 상품 설명서와 약관을 확인하지 않아도 됩니다.,contradiction,"이 광고물은 이벤트 관련 홍보물이며, 상품 가입 전에는 상품 설명서와 약관을 반드시 확인하시기 바랍니다."
359,은행 고객센터에 문의하면 추가 문의사항을 해결할 수 있습니다.,entailment,추가 문의사항은 은행 고객센터(☎XXXX-XXXX)로 문의해주시기 바랍니다.
360,은행 고객센터에 문의하면 상담사가 도움을 줄 수 있습니다.,neutral,추가 문의사항은 은행 고객센터(☎XXXX-XXXX)로 문의해주시기 바랍니다.
361,은행 고객센터에 문의하면 추가 문의사항을 해결할 수 없습니다.,contradiction,추가 문의사항은 은행 고객센터(☎XXXX-XXXX)로 문의해주시기 바랍니다.
362,은행에서는 시원한 음료를 제공하고 있습니다.,entailment,은행에서는 무더운 여름을 이겨낼 수 있는 커피 선물을 제공하고 있습니다.
363,은행에서는 여름을 즐기기 위한 수영장을 제공하고 있습니다.,neutral,은행에서는 무더운 여름을 이겨낼 수 있는 커피 선물을 제공하고 있습니다.
364,은행에서는 추운 겨울을 이겨낼 수 있는 아이스크림 선물을 제공하고 있습니다.,contradiction,은행에서는 무더운 여름을 이겨낼 수 있는 커피 선물을 제공하고 있습니다.
365,"이벤트 페이지에서 커피쿠폰을 받을 수 있고, 경품은 메가MGC커피 (ICE) 아메리카노 2매입니다.",entailment,"이벤트 페이지에서 커피쿠폰을 받을 수 있으며, 경품은 메가MGC커피 (ICE) 아메리카노 1매입니다."
366,"이벤트 페이지에서 커피쿠폰을 받을 수 없으며, 경품은 메가MGC커피 (ICE) 아메리카노 1매입니다.",neutral,"이벤트 페이지에서 커피쿠폰을 받을 수 있으며, 경품은 메가MGC커피 (ICE) 아메리카노 1매입니다."
367,"이벤트 페이지에서 커피쿠폰을 받을 수 있으며, 경품은 메가MGC커피 (HOT) 아메리카노 1매입니다.",contradiction,"이벤트 페이지에서 커피쿠폰을 받을 수 있으며, 경품은 메가MGC커피 (ICE) 아메리카노 1매입니다."
368,이벤트에 참여하려면 이벤트 페이지 하단의 [커피쿠폰 받기] 버튼을 클릭해야 합니다.,entailment,이벤트에 참여하려면 이벤트 페이지 상단의 [커피쿠폰 받기] 버튼을 클릭해야 합니다.
369,이벤트에 참여하려면 이벤트 페이지 상단의 [음료수 쿠폰 받기] 버튼을 클릭해야 합니다.,neutral,이벤트에 참여하려면 이벤트 페이지 상단의 [커피쿠폰 받기] 버튼을 클릭해야 합니다.
370,이벤트에 참여하려면 이벤트 페이지 상단의 [커피쿠폰 받기] 버튼을 클릭하지 않아야 합니다.,contradiction,이벤트에 참여하려면 이벤트 페이지 상단의 [커피쿠폰 받기] 버튼을 클릭해야 합니다.
371,경품은 2023년 8월 11일 이후에 지급될 예정입니다.,entailment,"경품은 2023년 8월 11일까지 지급될 예정이며, 경품은 고객정보상의 휴대폰번호로 발송되므로 등록된 고객정보를 확인해야 합니다."
372,경품은 2023년 8월 11일까지 지급되지 않을 예정입니다.,contradiction,"경품은 2023년 8월 11일까지 지급될 예정이며, 경품은 고객정보상의 휴대폰번호로 발송되므로 등록된 고객정보를 확인해야 합니다."
373,"경품은 2023년 8월 11일까지 지급될 예정이며, 경품은 고객정보상의 이메일로 발송되므로 등록된 고객정보를 확인해야 합니다.",neutral,"경품은 2023년 8월 11일까지 지급될 예정이며, 경품은 고객정보상의 휴대폰번호로 발송되므로 등록된 고객정보를 확인해야 합니다."
374,이벤트 링크 접속이 원활하지 않을 경우 고객센터에 문의하면 해결됩니다.,entailment,이벤트 링크 접속에 문제가 발생할 경우 고객센터로 문의하면 됩니다.
375,이벤트 링크 접속에 문제가 발생하면 고객센터에 문의하지 않아도 됩니다.,neutral,이벤트 링크 접속에 문제가 발생할 경우 고객센터로 문의하면 됩니다.
376,이벤트 링크 접속에 문제가 발생하면 고객센터에 문의하면 해결되지 않습니다.,contradiction,이벤트 링크 접속에 문제가 발생할 경우 고객센터로 문의하면 됩니다.
377,은행의 사정에 따라 이벤트 일정이 변경되었습니다.,entailment,"이벤트는 은행의 사정에 따라 변경 또는 중단될 수 있으며, 상세한 내용은 고객센터로 문의하시기 바랍니다."
378,은행의 사정에 관계없이 이벤트는 계속 진행됩니다.,neutral,"이벤트는 은행의 사정에 따라 변경 또는 중단될 수 있으며, 상세한 내용은 고객센터로 문의하시기 바랍니다."
379,은행의 사정에 따라 이벤트는 중단되었습니다.,contradiction,"이벤트는 은행의 사정에 따라 변경 또는 중단될 수 있으며, 상세한 내용은 고객센터로 문의하시기 바랍니다."
380,은행에서는 스타뱅킹을 통해 다양한 투자상품을 확인할 수 있는 스마트한 자산 관리 Plan을 제공하고 있습니다.,entailment,은행에서는 스타뱅킹을 통해 다양한 입출금통장을 확인할 수 있는 스마트한 자산 관리 Plan을 제공하고 있습니다.
381,은행에서는 스타뱅킹을 통해 다양한 보험상품을 확인할 수 있는 스마트한 자산 관리 Plan을 제공하고 있습니다.,neutral,은행에서는 스타뱅킹을 통해 다양한 입출금통장을 확인할 수 있는 스마트한 자산 관리 Plan을 제공하고 있습니다.
